schoolnr,pupilnr,iq_verb,iq_perf,sex,minority,repeatgr,aritpret,classnr,aritpost,langpret,langpost,ses,denomina,schoolses,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz
54.0,404.0,16.5,12.66,1.0,0.0,0.0,14.0,5480.0,25.0,36.0,50.0,45.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,405.0,10.5,9.333,0.0,0.0,0.0,9.0,5480.0,9.0,34.0,23.0,45.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,406.0,13.0,14.33,1.0,0.0,0.0,17.0,5480.0,26.0,39.0,51.0,50.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,407.0,11.5,8.666,1.0,0.0,0.0,16.0,5480.0,24.0,39.0,45.0,45.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,408.0,11.5,9.333,0.0,0.0,0.0,14.0,5480.0,19.0,32.0,44.0,43.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,409.0,11.5,10.33,1.0,0.0,0.0,10.0,5480.0,19.0,41.0,34.0,38.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
54.0,410.0,12.0,12.33,1.0,0.0,0.0,14.0,5480.0,19.0,44.0,48.0,35.0,1.0,23.0,3.428,0.0,1.4,1.333,0.0,0.0,16.0,3.333,32.0,32.0
55.0,411.0,7.0,8.666,0.0,0.0,1.0,10.0,5580.0,9.0,23.0,37.0,40.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,412.0,10.5,10.66,0.0,0.0,0.0,15.0,5580.0,24.0,32.0,39.0,28.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,413.0,15.5,15.0,1.0,0.0,0.0,20.0,5580.0,30.0,46.0,54.0,50.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,414.0,12.5,13.33,0.0,0.0,0.0,16.0,5580.0,25.0,42.0,46.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,415.0,14.5,10.0,1.0,0.0,0.0,19.0,5580.0,28.0,43.0,54.0,45.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,416.0,11.0,13.0,0.0,0.0,0.0,17.0,5580.0,25.0,35.0,44.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,417.0,12.5,13.66,1.0,0.0,0.0,15.0,5580.0,23.0,36.0,40.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,418.0,10.0,8.666,1.0,0.0,1.0,14.0,5580.0,15.0,34.0,31.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,419.0,11.0,11.0,0.0,0.0,0.0,14.0,5580.0,21.0,35.0,46.0,50.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,420.0,9.5,8.666,1.0,0.0,1.0,10.0,5580.0,9.0,29.0,23.0,20.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,421.0,16.0,12.33,1.0,0.0,0.0,15.0,5580.0,29.0,41.0,52.0,50.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,422.0,13.5,11.66,0.0,0.0,1.0,17.0,5580.0,21.0,42.0,44.0,38.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,423.0,13.0,9.333,0.0,0.0,0.0,13.0,5580.0,18.0,37.0,40.0,45.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,424.0,12.5,10.0,0.0,0.0,1.0,9.0,5580.0,18.0,37.0,37.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,425.0,11.5,10.33,0.0,0.0,1.0,8.0,5580.0,17.0,38.0,38.0,27.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,426.0,7.0,11.66,1.0,0.0,0.0,13.0,5580.0,18.0,28.0,34.0,20.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,427.0,17.5,15.0,0.0,0.0,0.0,15.0,5580.0,28.0,46.0,51.0,45.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,428.0,9.5,13.66,0.0,0.0,0.0,17.0,5580.0,24.0,35.0,40.0,43.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,429.0,12.0,9.333,1.0,0.0,0.0,11.0,5580.0,9.0,26.0,39.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,430.0,12.5,10.66,0.0,0.0,1.0,17.0,5580.0,24.0,31.0,23.0,10.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,431.0,10.5,11.66,0.0,0.0,0.0,13.0,5580.0,23.0,35.0,39.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,432.0,15.5,10.33,1.0,0.0,0.0,15.0,5580.0,28.0,46.0,44.0,40.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,433.0,12.5,13.33,1.0,0.0,0.0,14.0,5580.0,28.0,37.0,42.0,40.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,434.0,12.0,13.0,0.0,0.0,0.0,19.0,5580.0,27.0,37.0,40.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,435.0,12.0,14.33,1.0,0.0,0.0,14.0,5580.0,25.0,36.0,41.0,50.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,436.0,11.0,8.0,0.0,0.0,0.0,6.0,5580.0,23.0,36.0,51.0,45.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,437.0,12.5,11.0,1.0,0.0,0.0,15.0,5580.0,27.0,45.0,43.0,40.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,438.0,13.0,14.33,0.0,0.0,0.0,14.0,5580.0,24.0,31.0,33.0,30.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,439.0,10.5,9.666,1.0,0.0,0.0,11.0,5580.0,17.0,40.0,42.0,35.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
55.0,440.0,12.0,11.0,0.0,0.0,0.0,12.0,5580.0,19.0,39.0,48.0,35.0,2.0,26.0,3.142,0.0,1.8,1.666,0.0,0.0,11.0,3.0,32.0,32.0
57.0,441.0,12.0,11.66,0.0,1.0,0.0,13.0,5780.0,11.0,30.0,33.0,20.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,442.0,12.0,13.33,0.0,0.0,0.0,16.0,5780.0,26.0,37.0,33.0,30.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,443.0,11.5,8.333,0.0,0.0,0.0,11.0,5780.0,19.0,31.0,33.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,444.0,13.0,10.0,0.0,0.0,0.0,14.0,5780.0,23.0,40.0,39.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,445.0,12.0,11.66,0.0,0.0,0.0,13.0,5780.0,19.0,34.0,47.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,446.0,13.0,11.66,0.0,0.0,0.0,10.0,5780.0,19.0,41.0,42.0,30.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,447.0,13.5,16.0,0.0,0.0,0.0,13.0,5780.0,22.0,42.0,44.0,50.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,448.0,14.0,13.33,0.0,0.0,0.0,15.0,5780.0,26.0,39.0,50.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,449.0,11.5,13.33,0.0,0.0,1.0,15.0,5780.0,18.0,34.0,33.0,30.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,450.0,13.0,14.0,0.0,0.0,0.0,16.0,5780.0,19.0,41.0,41.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,451.0,8.5,11.66,1.0,0.0,1.0,14.0,5780.0,24.0,33.0,45.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,452.0,11.0,9.0,1.0,0.0,0.0,12.0,5780.0,13.0,34.0,40.0,45.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,453.0,13.0,13.66,1.0,0.0,0.0,14.0,5780.0,24.0,38.0,52.0,35.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,454.0,10.5,10.33,1.0,0.0,0.0,11.0,5780.0,19.0,37.0,45.0,45.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,455.0,15.0,16.33,1.0,0.0,0.0,15.0,5780.0,28.0,45.0,55.0,50.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,456.0,11.5,11.0,1.0,1.0,0.0,13.0,5780.0,18.0,26.0,35.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,457.0,11.5,11.33,1.0,0.0,0.0,15.0,5780.0,29.0,35.0,54.0,50.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,458.0,15.5,14.33,1.0,0.0,0.0,15.0,5780.0,26.0,41.0,42.0,50.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,459.0,12.0,12.33,1.0,1.0,0.0,13.0,5780.0,12.0,38.0,41.0,50.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,460.0,11.0,7.666,1.0,0.0,0.0,10.0,5780.0,25.0,38.0,45.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,461.0,10.0,9.333,1.0,0.0,0.0,9.0,5780.0,10.0,32.0,29.0,40.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,462.0,7.5,7.0,1.0,0.0,0.0,9.0,5780.0,18.0,22.0,26.0,35.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,463.0,15.5,11.66,1.0,0.0,0.0,12.0,5780.0,25.0,40.0,53.0,30.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
57.0,464.0,11.0,8.0,1.0,0.0,0.0,10.0,5780.0,19.0,37.0,41.0,30.0,1.0,22.0,2.714,0.0,1.9,1.5,0.0,33.0,15.0,3.333,31.0,31.0
60.0,465.0,9.5,9.666,1.0,1.0,0.0,9.0,6081.0,16.0,31.0,22.0,50.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,466.0,6.0,12.33,0.0,1.0,0.0,14.0,6082.0,10.0,22.0,28.0,10.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,467.0,12.5,11.0,1.0,0.0,0.0,10.0,6081.0,13.0,38.0,41.0,33.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,468.0,11.5,14.0,0.0,0.0,1.0,13.0,6081.0,20.0,38.0,31.0,33.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,469.0,13.5,12.33,0.0,0.0,0.0,15.0,6081.0,25.0,43.0,48.0,25.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,470.0,8.0,9.666,0.0,0.0,0.0,12.0,6081.0,14.0,27.0,26.0,33.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,471.0,13.0,11.33,0.0,0.0,0.0,13.0,6081.0,20.0,37.0,36.0,40.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,472.0,12.0,12.0,1.0,0.0,0.0,16.0,6081.0,28.0,41.0,47.0,50.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,473.0,14.0,13.66,0.0,0.0,0.0,14.0,6081.0,21.0,38.0,48.0,37.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,474.0,14.0,16.66,1.0,0.0,0.0,18.0,6081.0,29.0,42.0,52.0,40.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,475.0,12.0,12.0,1.0,0.0,0.0,13.0,6081.0,13.0,32.0,37.0,20.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,25.0,22.0,1.333,26.0,15.0
60.0,476.0,13.5,12.33,1.0,0.0,0.0,11.0,6082.0,17.0,32.0,37.0,18.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,477.0,13.0,12.66,0.0,0.0,0.0,10.0,6082.0,16.0,35.0,43.0,28.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,478.0,12.0,11.66,0.0,0.0,0.0,11.0,6082.0,22.0,33.0,36.0,25.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,479.0,11.5,14.0,0.0,0.0,0.0,9.0,6082.0,21.0,27.0,35.0,30.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,480.0,10.5,9.0,0.0,0.0,0.0,10.0,6082.0,7.0,34.0,35.0,25.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,481.0,11.5,11.66,1.0,0.0,0.0,11.0,6082.0,21.0,37.0,44.0,40.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,482.0,9.0,8.333,1.0,0.0,0.0,3.0,6082.0,6.0,19.0,22.0,28.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,483.0,11.5,8.0,1.0,0.0,0.0,11.0,6082.0,17.0,39.0,50.0,50.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,484.0,12.0,14.33,0.0,0.0,0.0,12.0,6082.0,16.0,37.0,43.0,35.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,485.0,6.0,12.0,1.0,1.0,1.0,9.0,6082.0,10.0,19.0,27.0,10.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
60.0,486.0,9.5,7.333,1.0,0.0,0.0,1.0,6082.0,6.0,22.0,22.0,13.0,1.0,21.0,2.857,0.0,3.0,3.333,1.0,24.0,22.0,2.0,25.0,14.0
61.0,487.0,11.5,12.66,0.0,0.0,0.0,10.0,6180.0,19.0,29.0,45.0,23.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,488.0,7.5,10.33,0.0,1.0,1.0,3.0,6180.0,10.0,16.0,19.0,10.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,489.0,15.0,11.33,1.0,0.0,0.0,15.0,6180.0,28.0,41.0,50.0,25.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,490.0,9.0,15.0,0.0,0.0,1.0,9.0,6180.0,11.0,31.0,39.0,30.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,491.0,15.0,13.0,0.0,0.0,0.0,10.0,6180.0,26.0,34.0,40.0,27.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,492.0,8.0,9.0,1.0,0.0,0.0,10.0,6180.0,15.0,22.0,29.0,20.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,493.0,10.0,10.0,1.0,0.0,0.0,12.0,6180.0,24.0,42.0,49.0,50.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,494.0,15.0,11.0,1.0,0.0,0.0,11.0,6180.0,25.0,37.0,51.0,30.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,495.0,16.0,16.66,1.0,0.0,0.0,16.0,6180.0,30.0,45.0,56.0,37.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,496.0,11.5,14.33,1.0,0.0,0.0,11.0,6180.0,22.0,30.0,41.0,10.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,497.0,13.0,8.666,0.0,0.0,1.0,11.0,6180.0,12.0,16.0,27.0,18.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,498.0,10.5,7.0,1.0,1.0,1.0,9.0,6180.0,8.0,21.0,31.0,10.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,499.0,12.5,12.33,1.0,0.0,0.0,9.0,6180.0,19.0,40.0,48.0,43.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,500.0,12.0,14.0,0.0,0.0,0.0,9.0,6180.0,11.0,36.0,40.0,37.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,501.0,11.0,11.66,1.0,0.0,0.0,4.0,6180.0,20.0,37.0,33.0,27.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,502.0,11.5,12.0,0.0,0.0,0.0,11.0,6180.0,23.0,30.0,38.0,30.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,503.0,10.0,6.666,1.0,0.0,0.0,6.0,6180.0,8.0,34.0,40.0,25.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,504.0,10.5,9.666,0.0,0.0,0.0,9.0,6180.0,12.0,29.0,39.0,23.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,505.0,14.5,14.33,1.0,0.0,0.0,11.0,6180.0,20.0,32.0,43.0,25.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
61.0,506.0,13.5,10.66,0.0,0.0,0.0,11.0,6180.0,19.0,33.0,46.0,30.0,2.0,22.0,3.714,0.0,2.6,2.333,0.0,4.0,13.0,2.666,27.0,27.0
62.0,507.0,16.0,11.66,0.0,0.0,0.0,17.0,6280.0,28.0,42.0,51.0,25.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,508.0,10.5,10.0,1.0,0.0,0.0,13.0,6280.0,20.0,36.0,47.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,509.0,17.5,11.33,1.0,0.0,0.0,15.0,6280.0,24.0,40.0,49.0,40.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,510.0,13.5,10.0,0.0,0.0,0.0,14.0,6280.0,26.0,43.0,43.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,511.0,12.5,10.0,1.0,0.0,0.0,10.0,6280.0,20.0,45.0,43.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,512.0,14.5,13.0,0.0,0.0,0.0,17.0,6280.0,24.0,48.0,53.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,513.0,12.0,9.333,0.0,0.0,0.0,12.0,6280.0,16.0,37.0,40.0,45.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,514.0,12.5,13.0,1.0,0.0,0.0,16.0,6280.0,18.0,46.0,53.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,515.0,13.5,16.0,0.0,0.0,0.0,17.0,6280.0,25.0,46.0,48.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,516.0,14.0,12.66,0.0,0.0,0.0,13.0,6280.0,20.0,39.0,36.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,517.0,12.0,9.0,0.0,0.0,0.0,13.0,6280.0,24.0,41.0,50.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,518.0,17.5,10.66,1.0,0.0,0.0,14.0,6280.0,21.0,39.0,54.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,519.0,12.0,11.0,1.0,0.0,0.0,14.0,6280.0,16.0,36.0,42.0,40.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,520.0,13.0,10.33,0.0,0.0,0.0,15.0,6280.0,28.0,43.0,51.0,20.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,521.0,11.5,9.666,0.0,0.0,0.0,16.0,6280.0,22.0,30.0,43.0,20.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,522.0,16.0,10.0,0.0,0.0,0.0,17.0,6280.0,22.0,40.0,51.0,40.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,523.0,17.5,15.0,0.0,0.0,0.0,18.0,6280.0,27.0,47.0,53.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,524.0,14.5,13.0,1.0,0.0,0.0,15.0,6280.0,20.0,43.0,49.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,525.0,11.5,9.666,1.0,0.0,0.0,12.0,6280.0,17.0,41.0,41.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,526.0,11.5,10.0,1.0,0.0,0.0,11.0,6280.0,17.0,41.0,44.0,30.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
62.0,527.0,13.0,11.0,0.0,0.0,0.0,10.0,6280.0,18.0,40.0,41.0,50.0,3.0,26.0,3.714,1.0,2.1,1.833,0.0,0.0,15.0,2.666,26.0,26.0
65.0,528.0,15.0,14.66,0.0,0.0,0.0,19.0,6580.0,29.0,44.0,57.0,18.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,529.0,11.0,8.333,0.0,0.0,0.0,8.0,6580.0,28.0,27.0,51.0,30.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,530.0,10.0,9.666,0.0,0.0,0.0,13.0,6580.0,14.0,31.0,43.0,25.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,531.0,16.0,12.33,0.0,0.0,0.0,19.0,6580.0,30.0,35.0,43.0,13.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,532.0,12.5,13.33,0.0,0.0,0.0,14.0,6580.0,25.0,23.0,43.0,43.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,533.0,12.0,11.66,0.0,0.0,0.0,10.0,6580.0,20.0,35.0,43.0,15.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,534.0,11.5,14.0,0.0,0.0,0.0,17.0,6580.0,29.0,35.0,54.0,43.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,535.0,9.5,13.33,1.0,0.0,0.0,8.0,6580.0,24.0,35.0,33.0,13.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,536.0,14.5,13.66,0.0,0.0,0.0,17.0,6580.0,30.0,39.0,55.0,37.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,537.0,13.5,11.0,0.0,0.0,0.0,15.0,6580.0,27.0,30.0,47.0,40.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,538.0,11.5,10.33,1.0,0.0,0.0,7.0,6580.0,22.0,24.0,36.0,33.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,539.0,12.5,10.33,1.0,0.0,0.0,16.0,6580.0,30.0,42.0,55.0,50.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
65.0,540.0,12.0,10.33,0.0,0.0,0.0,12.0,6580.0,23.0,29.0,41.0,10.0,4.0,29.0,3.857,0.0,1.8,1.666,1.0,0.0,13.0,2.0,32.0,24.0
